stoe_name,user,rate,avg_rate,review,review_count
이도곰탕,J,5.0,3.2,진정한 패스트푸드에요 ㅋㅋ 주문하고 고개돌리면 바로 갖다주십니다.늘 한결같은 맛이라서 좋고 다른 곰탕집에 비하면 가격도 많이 비싸지 않아서 좋아요.한그릇 비우고 나면 몸속이 아주 따뜻해집니다!!,13
이도곰탕,김간난,5.0,4.0,패스트푸드에요 막. 앉자마자 바로 나오고 적당히 따뜻해서 편하게 먹을 수 있어요. 그리고 맛도 아주 진해서 따로 간 할 필요가 없습니다.,8
이도곰탕,자몽몽,4.0,3.0,김치랑 먹으면 한 그릇 뚝딱!,133
이도곰탕,백병원프렌드,3.0,3.7,걍 쏘쏘 심심한맛,22
이도곰탕,HT,2.0,3.8,특곰탕만 주문굳이 찾아가서 안먹어도 될 맛,69
이도곰탕,옐로,5.0,5.0,"놋그릇 갬성, 음식도 빠르게 나오고 맛있어요! 특히 깍두기와 김치가 존맛!",2
이도곰탕,둠둠,3.0,4.3,맛없는 건 아니지만 너무 짜요,35
이도곰탕,맛보기,4.0,3.6,지인 소개로 알게 된 십여년째 다니는 단골이 많은 집. 무거운 놋그릇에 담긴 곰탕의 매력.,538
이도곰탕,까칠한 혓바닥,5.0,4.0,띠용~~!!왜 이런집을 이동네 생활 6년하는데 처음 알았지?이 블럭 으뜸 맛집인거 인정웨이팅도길다,65
이도곰탕,wearing,5.0,4.0,늘 맛있게 먹는 맛집! 이제 24시간 안하는게 서운하다 ㅠㅠㅠ흑흑,45
이도곰탕,띵,4.0,4.1,,23
이도곰탕,페니와이즈,4.0,3.8,생각보다 무난했던 맛이었는데 유명한곳이라 그런지 후기 좋네요..! 제 입맛엔 그냥 무난한 곰탕이었어요! 명태회무침이 생각보다 맛있었어요!,68
이도곰탕,초코에몽,4.0,4.7,맛은 따악 기대했던 곰탕 맛인데 가게가 좀 정신 없어요.쌀면은 비추드립니다~ 너무 따로 놀아요.,23
이도곰탕,달,2.0,3.4,걍 평범한 곰탕맛..쌀면은 곰탕과 좀 안어울림..면을 밥보다 좋아해서 시켰는데 차라리 밥이 낫다는 생각그냥 소면을 쓰는게 훨씬 나을듯국물맛은 간이 되어있음발렛비 3천원은 너무한거 아님..??재방문의사 없음,93
이도곰탕,먹돼장박선생,5.0,3.7,정말 맛있다,14
이도곰탕,아웅퀭둥,5.0,4.3,곰탕의 기본에 충실한 맛입니다웨이팅도 있지만 빠르게 회전되서 먹을만 히구요기본이라고 했는데 웬만한 곰탕 집들은 이발바닥도 못따라옵니당 ㅋㅋㅋ,11
이도곰탕,narD,5.0,3.2,10 웨이팅 10분 정도맛있다. 회전율 빠름,73
이도곰탕,칭찬공장장 간공장장,5.0,3.7,명태회무침 맛있어요곰탕은 곰탕맛,848
이도곰탕,대방어,4.0,3.5,,489
이도곰탕,Jinu,3.0,3.9,가격 생각하면 특별하게 맛있는지는 모르겠어요.,93
이도곰탕,강일순,5.0,5.0,,"3,655"
이도곰탕,steakguru,4.0,3.4,자주감. 국밥이 아주 깔끔하게 맛있음. 후추맛이 많이 나는편임.,176
이도곰탕,SK Kim,4.0,3.7,국물 맛은 깔끔하고 좋은데 고기가 쫄깃하지 않고 부서져서 아쉬웠음. 밥 대신 쌀면을 먹을 수 있는 것과 다 먹을 때까지 식지 않는 놋그릇에 주는 것은 큰 장점,126
이도곰탕,Z,5.0,4.7,모범음식점답게 깔끔한 맛~국물이 맑으면서 진해요ㅎㅎ친절하셔서 좋았어요,85
이도곰탕,Jeesang,4.0,4.2,,190
이도곰탕,냠냠박사,4.0,4.3,국물이 깔끔하고 육향이 강합니다 추천합니다,51
이도곰탕,SJ,5.0,4.4,,134
이도곰탕,2022,4.0,4.2,너무 유명한 곳이라 오히려 별로 기대 안했는데 국물이 진하고 양도 많네요,11
이도곰탕,Evil,2.0,2.4,걍 평범한 곰탕인데 간이 되어있음.발렛비 3000원이라 다시갈 생각없음.,8
이도곰탕,맛집탐방아티스트,5.0,4.3,,413
이도곰탕,나도영,4.0,3.7,추운 겨울날 생각나는  시원한 맛가격대가 싸진 않지만  고기도 잡내가 없이 부드럽다 찾아갈 정도는 안니더라도 주변에 있으면 가볼만하다.특별하지는 않아도 훌룡한 곰탕,325
이도곰탕,키키,5.0,4.1,수육 굿,714
이도곰탕,♖,5.0,4.3,생각나는 맛 이에요~,13
이도곰탕,아공,3.0,3.2,생각보다 쏘쏘…잡내는 없으나 곰탕보다는 갈비탕 같은 국물…,684
이도곰탕,선플하는타이거,2.0,4.0,걍 쏘쏘. 특별할 것 없는 곰탕 한그릇.국물이 너무 짜고 특에도 고기가 많지 않음. 내 입엔 하동관이  더 맛있었다.,174
이도곰탕,먹기위해산다,5.0,3.8,맛있어요! 가끔 생각나는 맛,16
이도곰탕,차차,3.0,3.5,곰탕 국물 찐하고 맛있긴 한대 와~ 이정도는 아니에요,128
이도곰탕,둥글레차,5.0,4.5,,160
이도곰탕,zhergut,5.0,4.3,푸짐하고 간 딱맞고 아주 잘 먹었습니다,99
이도곰탕,냥냥펀치,5.0,4.2,종종 생각나는 맛! 국물이 깔끔합니다.,30
이도곰탕,도플갱이,1.0,1.0,"곰탕(11,000원)은 평범한 맛에 밥이 말아서 나옵니다. 재사용 의심을 일으킬 수 있는 신뢰를 할 수 없는 방식입니다. 밥이 좋지 않습니다. 반찬은 배추김치 한가지입니다. 겨자소스 있습니다. 음식의 질, 양에 비해 가격이 비쌉니다. 특별할 것이 없는 식당입니다. 가격대비 맛이 많이 부풀려져 있습니다. 국밥 식기로 사용되는 놋그릇은 닦지 않아 매우 더럽습니다. 이렇게 더러운 그릇은 처음 봅니다. 놋그릇이나 유기의 표면이 더러워지지 않게 닦아야 하는 것은 한국인의 상식입니다. 표면의 더러움(얼룩)은 안좋은 성분이 모여 생길수 있어 깨끗하게 닦아 줘야 합니다. 직원분들 친절하고 식당내부는 깨끗합니다. 주차장이 있으나 좁고, 발렛파킹 해주는데 2,000원입니다. 비양심적인 식당으로 생각됩니다. 주변에 저렴한 식당이 많아 두번 방문은 안할것 같네요. 역시 소문과 백종원은 믿을게 못되네요. 11,000원 받을 만한 곰탕은 아닙니다.Gomtang (11,000 won) is served with plain flavored rice. This is an unreliable way to raise suspicions of reuse. The rice is not good. Side dish is one kind of cabbage kimchi. There is mustard sauce. The price is expensive compared to the quality and quantity of food. There is nothing special about it. The brass utensils used as soup are not unsanitary. It is common sense for Koreans to polish brass or organic surfaces so that they are not dirty. I see a dirty bowl for the first time. Bad components may have gathered and stained, so they need to be cleaned. The staff is friendly and the inside of the restaurant is clean. There is a parking lot, but it is 2,000 won for narrow and valet parking. I think it's an unscrupulous restaurant. There are a lot of cheap restaurants around, so I won't visit twice. I can't believe rumors and con Baek Jong-won(lier). It's not a gomtang that deserves 11,000 won.",20
이도곰탕,제인,3.0,4.0,,55
이도곰탕,역똘,3.0,4.0,,2
이도곰탕,황슐랭,5.0,4.5,,57
이도곰탕,백만장자(예정),4.0,3.8,맛있음. 근데 확실히 특 시켰는데도 고기양은 적었음. 곰탕집들이 보통 다들 고기양이 적은건 어쩔수없는 듯.,176
이도곰탕,율운,4.0,4.3,간이 좀 짠데 국물이 진짜 깔끔함단골이라 주장하는 할아버지 진상 소음만 아니었음 더 좋았을텐데오래된 맛집 서버분들 힘드시겠어요...안타까웟음,206
이도곰탕,이동훈-Donghoon Lee,5.0,4.9,,7
이도곰탕,유승혁,5.0,5.0,,5
이도곰탕,맛집킬러,4.0,2.9,"찾아갈정도는 아니지만, 전반적으로 맛있네요. 신김치도 좋았구.. 가격도 합리적",269
이도곰탕,xmas,4.0,3.4,육수가 연해 간이 들어갔을테고 간이 쎈만큼 첫맛이 치고 들어오다 바로 빠져나가버리니 조미료에 물탄것처럼 맹맹하다 느끼는 사람도 많을꺼라 예상.연한 육수가 중첩되는 단계에서 서서히 만족도가 올라가는 맛인데 진한 간 밑에 채워주는 뭔가가 없어서 고기의 질감도 방해가 되는 현상이 이해가감.다른 탕류처럼 허전함을 달래줄 다대기도 없고 들깨가루도 없고 그렇다고 김치가 맛있는것도 아니고 결국 여기서 제대로 한번에 만족도를 올리려면 딱 한가지 방법 밖에 없다.후추,92
이도곰탕,고독한 탐식가,4.0,3.1,"쌀쌀한 겨울날에 어울리게 감칠 맛나는, 토렴식 맑은 곰탕의 국물이 일품이지만, 곰탕의 고기는 식감과 퀄리티가 다소 아쉽다. '하동관'에 비하면 2% 부족한 맛이랄까 ?","5,451"
이도곰탕,무명인,4.0,3.4,맛 전반적으로 괜찮다.국물이 엄청 진하진 않다.사람들이 짜다고 하는건 간이 되어 있기 때문!조미료 맛은 별로 안난다.고기는 좀 질김.양이 많지는 않은데 고기 냄새도 살짝 많이 남.깍두기가 진짜 제대로 익힌게 아니라서 딱딱한데 이건 내가 좋아하는 식감은 아님.김치를 깍두기와 같이 담궈서 별로임.친절도는 보통. 주차장 있음.전반적으로 괜찮았다.,108
이도곰탕,Elisha,4.0,4.5,,2
이도곰탕,ユン,1.0,2.3,조미료를 많이 써서 그런지 쓴맛 남.,382
이도곰탕,류다인,5.0,5.0,맛있어요!,3
이도곰탕,yp,5.0,3.7,음식이 너무 깔끔하고 맛있어요~최애 곰탕집♡-♡,3
이도곰탕,ㅠ,5.0,3.9,수육도 맛있고 장국수&죽도 맛있고무엇보다 넘 친절하셨어요!,264
이도곰탕,771,5.0,4.1,곰탕도 맛있고 익은 깍두기랑 잘 어울린다-!다음에는 쌀면곰탕 먹어봐야지.곰탕 11000특곰탕 14000,42
이도곰탕,coco,5.0,4.1,"국밥, 곰탕 류들중에 젤 맛있는 집인듯 정말 찐으로 국물이 깊고 고기도 맛있는곳 발견입니다 : )",155
이도곰탕,,3.0,3.0,,1
이도곰탕,SOL,3.0,3.3,가야는이유 : 고기도 밥도 넉넉한 서울 유명 곰탕집안가는이유 : 다른 곳보다 간이 더 진해 깊은 맛은 상대적으로 옅고 익은 김치라 입에 안맞는,"4,535"
이도곰탕,정진선,5.0,3.0,여기 하동관 보다 훨씬 나음 하동관 고기 양 보다 적다고 하는데 음식에 관심이 없으신 분들 같음 국물도 훨씬 깔금하고 맛남 ㅎ,27
이도곰탕,구슬치기,5.0,4.3,이 정돈 먹어줘야..밥 먹은 것 같음,78
이도곰탕,뚱이,5.0,4.0,맛있어요.,237
이도곰탕,정명훈,4.0,2.4,맛있긴한데 전라도 광주 하얀집 곰탕을 낮에 먹고 와서그런지 비교가 확실히되네요 ㅠ그래도 이새벽시간에 잘먹고 갑니다^^,5
이도곰탕,JJ,5.0,4.5,,13
이도곰탕,안영민,4.0,3.3,,417
이도곰탕,yummy,4.0,3.9,맛있음,71
이도곰탕,설입,4.0,3.6,진짜 패스트푸드 빨리나오는거 최대장점,196
이도곰탕,.,2.0,3.0,여기보다 맛있는 곰탕 집 많아요. 맛도 맛인데 고기도 너무 적고.,52
이도곰탕,과노c,4.0,4.2,,"1,096"
이도곰탕,박재영,5.0,3.3,명태회가 있어서 가벼운 반주하기에도 제격,139
이도곰탕,아밀카스,4.0,2.9,,162
이도곰탕,림블리♡,1.0,1.0,맛은있어 자주가는 단골인데 사장님이 바꼈나봐요...ㅠㅠ 예전엔 친절했는데 서빙하는 얼굴큰 아줌마 고객에게 계속반말하고 진짜 분친절해서 먹기도전에 기분상해서 나가네요,1
이도곰탕,기마유니,4.0,4.1,맛있어요! 국물이 깔끔합니다!!,19
이도곰탕,주민,5.0,4.0,국도 깊은맛나고 좋고 24시간이라 좋다,81
이도곰탕,방화동조피디,1.0,2.8,특이라고 3천원을 더 받으면서 고기는 부스러기만 가득 들은거 실화? 곰탕은 하동관 미만 잡이라는걸 다시 한 번 느낀다. 하동관 기본메뉴 대비 고기가 반도 안 들은 멀건 국이 특이라니 ㄷㄷㄷ,184
이도곰탕,박우철,3.0,1.5,"음식 맛은 괜찮지만 불친절하다. 사람이 붐비지 않는 5시 좀전에 방문. 서빙하는 아주머니 한분인건 이해하지만 사람도 많이 없는 시간인데, 자리 안내도 안해주고, 화장실 어디냐고 물어도 대답없으심.",4
이도곰탕,yeuseung,3.0,3.4,깔끔한 곰탕. 한그릇 다 비웠음.,61
이도곰탕,이거참,1.0,3.4,회사 근처라 종종가는데 갈때마다 다먹었으면 일어나라고 사장이 옆에서 ‘조금만 기다리세요’라고 소리를 고래고래지름 맛보다 장사 마인드가 참,9
이도곰탕,볼테르,3.0,2.6,깍두기가 시원한 게 아주 굿. 탕은 좀 짜다. 하동관보다 짜다.,131
이도곰탕,이승주,4.0,3.3,,117
이도곰탕,윤현준,3.0,4.1,하동관보다는 못함,231
이도곰탕,카이n,4.0,4.0,깊은맛,640
이도곰탕,awesome,5.0,3.3,우왕 맛있다고기가 좀 뻑뻑한데원래 이런건강,99
이도곰탕,최인우,4.0,3.1,담백하면서 깊은 국물,422
이도곰탕,김태훈,5.0,3.9,충실한맛,275
이도곰탕,Cloud,5.0,3.8,곰탕 5점명태회무침 4.5점,58
이도곰탕,VICTOR,4.0,4.1,,117
이도곰탕,독설가,5.0,3.2,,212
이도곰탕,미곰74,4.0,3.2,"곰탕도 맛나지만,수육도 정말 좋아요. 주차장도 아주 큽니다.",467
이도곰탕,Soil,5.0,3.6,곰탕 국물이 진하고 괜찮았다. 그리고 맛집으로 유명해지면 보통 친절도는 다소 하락하기 마련인데 여기는 친절하게 맞아준 점이 다시 방문하고 싶다는 생각이 들게 한다.,346
이도곰탕,🍛뚱카🍛,3.0,3.1,리뷰에 다 하동관 대타라고 하는데ㅋㅋ 그런듯가성비 좋게 한그릇 뚝딱?,"1,450"
이도곰탕,상현,5.0,3.7,최근에 알게된집. 곰탕으로 세손가락에 꼽힐듯,229
이도곰탕,정태준,4.0,3.8,,539
이도곰탕,Youb,3.0,3.1,맑은곰탕쌀곰탕면 후루룩 맛나네^,392
이도곰탕,미락여행,4.0,3.8,,499
이도곰탕,오경호,4.0,4.1,수육 국물이 장난아님,143
이도곰탕,MJay Ko 고 민정,3.0,3.3,하동관 대신,"8,538"
이도곰탕,도현탁,5.0,3.9,,146
이도곰탕,어라?,4.0,4.1,,128
이도곰탕,Sebas,5.0,3.5,완전 맛 굳굳 강추하고 싶음밑반찬도 맛있음!!!곰탕면보단 일반 곰탕 추천!!주차장도 겸비되어 있고!! 점심/저녁타임만살짝 피해가면 좋을듯!!,319
이도곰탕,Kyoung,3.0,3.5,,363
이도곰탕,맛집탐방,4.0,4.0,곰탕,"1,286"
이도곰탕,9구르미,4.0,3.1,소수육46. 면+죽 추가10.,763
이도곰탕,류근수,2.0,2.6,공장형.밥대신 국수.잘 모르겠다.,536
이도곰탕,Puujee,4.0,4.1,,52
이도곰탕,자유로,5.0,4.2,(수육+장칼국수+죽) 3명에서 이렇게 먹으니 딱좋네.복잡한 역삼역에 주차공간도 나름 넉넉 (10대정도?)다음에는 곰탕을 먹어 봐야겠다.,72
솥내음 스타필드 코엑스몰점,멍다,2.0,2.6,낮에는 안되는 메뉴도 많고.. 정신없고,22
솥내음 스타필드 코엑스몰점,이하,4.0,3.3,"간이 너무 세고, 점심시간 주문을 소화하기에 주방이 너무 벅찬지 앞에 웨이팅 2인 2팀 있었는데 웨이팅부터 저희팀 주문한 음식 수령까지 40분 걸렸네요.. 기다리는 사람 다 화나있고, 제 옆 테이블에 앉은 손님들은 왜 음식이 30분째 안나오냐고 직원? 사장?에게 화내고 있었어요...ㅋㅌㅋ 컴플받은 분은 솥밥이라 기본 조리시간이 오래 걸린다고 기다려달라고만 하시던데 점심시간 빠듯한 분은 재고 하시기를 바라요(별은 순전히 주관적인 맛으로만 평가한겁니다).",183
솥내음 스타필드 코엑스몰점,터진귤,2.0,2.3,흠...ㅋㅋ소스는 맛있었는데...곱창은 먹지마세여 딴거 드셈 진심 고무 씹는줄ㅋㅋㅋㅋㅋ,18
솥내음 스타필드 코엑스몰점,박은별,5.0,5.0,코엑스 놀러갔다가 배고파서 발견하게된 가게인데 가게가 깨끗하고 무엇보다 사장님이 너무 친절하시고 음식이 너무 맛있어요!,1
솥내음 스타필드 코엑스몰점,여진,5.0,5.0,완전 짱이에요!!! 자주 먹으러 올것 같아요,1
솥내음 스타필드 코엑스몰점,쩡니,5.0,5.0,코엑스 아쿠아리움 왔다가 우연히 발견한 솥밥집인데 가성비도 좋구 맛있어욥! 사장님도 완전 친절해요👍,3
솥내음 스타필드 코엑스몰점,누룽지좋아,3.0,4.3,"맛도 양도 다른 지점보다 미묘하게 떨어짐. 코엑스라서 어쩔 수 없는 건가 싶긴 함 테이블 좀 작음그리고 사장님이 친절하시나... 조금 부담스러우신데 약간 러쉬 알바생st임 이게 무슨 말인지는 가 보시면 압니다 . . . 신분증없어서 휴대폰으로 대신 보여드렸는데 ""ㅇㅇㅇ씨!!"" 하면서 제 이름을 큰 소리로 읽으셔서 초큼 부끄러웠습니다ㅜ",3
솥내음 스타필드 코엑스몰점,Ben,1.0,3.1,너무 늦게나오고 일도 못하고...맛도없음스테이크는 잘게다져서 나옴,317
솥내음 스타필드 코엑스몰점,선비🌍,5.0,5.0,오픈매장이라 줄서서 먹어봤어요~ 고슬고슬한 밥에 짭쪼롬하고 식감좋은연어 노른자 터뜨려서 비벼먹으니 한그릇이 사라졌어요ㅠㅠ 어디간거야!!!매장분위기도 밝고 화이팅이 넘쳐서 좋았어요~밥이나오는게 10분정도 걸렸다고 점장님께 작게 푸념하니 너무 죄송해하시더라구요 장난인데;;; 11시에 입장하면 웨이팅없이 바로드실수있을거라고 얘기까지해주시고~기다리는시간+가격+맛 비교시 코엑스에서는 찾기힘든 맛집 인정입니다.,1
솥내음 스타필드 코엑스몰점,김월자,5.0,5.0,신규 오픈 가게라 그런지 친절하고맛도 좋네요사장님 다시 방문할께요,1
솥내음 스타필드 코엑스몰점,김선우,5.0,5.0,음식도 맛있고 음식도 빠른시간에나오고 분위기도 좋고 위생도 좋아서 또가볼거같습니다!!! ^^,1
솥내음 스타필드 코엑스몰점,^^,5.0,5.0,"오늘 가봤는데 오픈집이라 청결하고 좋네요손님들이 많아서 오래 기다렸지만그만큼 정성들인 음식이 좋고,직원들이 친절해서 더좋았네요^^",1
솥내음 스타필드 코엑스몰점,말랑카우,1.0,4.0,너~~무 늦게나와요  여러번 물어봤는데 대응도.. 안하시고 . 옆테이블이 먼저 나왔어요 사장님은 목소리도 지나치게 크신 것 같기도.. ㅠㅠ,110
스시히로바,아메뤼카농,5.0,3.1,초밥의 회가 신선하도 두터움 대체적으로 다 맛있음 또 갈 생각임,32
스시히로바,성훈,1.0,3.3,"꼭 읽어보세요 !!!!!  초밥 시키실때 접시 색깔 다시한번 확인해주세요 이유는, 가장 저렴한 그릇 색깔이 거의 안보이고 분홍색인줄 알고 먹었다 빨간색 가격으로 되서 약간 당한 느낌 들었습니다. 그리고 초밥 퀄은 나쁘지는 않으나 저 처럼 모르고 드신다면 계산서 보고 깜짝 놀라실거라 생각합니다.",7
스시히로바,냐옹냐옹,5.0,3.3,애기데리고 가기 좋은 오랜 역사의 스시히로바항상 잘 먹고 있습니다. 감사합니다!,23
